content,content_clean,score,label,content_length,content_clean_length
Noting is their to say about this game ... That much nice is their ... How made this game god should give him nice car above 100000000000000000000,note say game much nice made game god give nice car,13,Positive,27,11
The game is incredible. I don't play games. But this one got me.,game incred dont play game one got,1,Positive,13,7
This game is best game forever,game best game forev,4,Positive,6,4
Great game enjoying it alot,great game enjoy alot,9,Positive,5,4
very good good super good,good good super good,18,Positive,5,4
This game is not expressed by words. It is very enjoy able. You will never be bored from this game.,game express word enjoy abl never bore game,7,Positive,20,8
Best game,best game,2,Positive,2,2
Best game I ever seen before,best game ever seen,2,Positive,6,4
I have been playing Clash of Clans for 5 years,play clash clan year,0,Neutral,10,4
Nice for bignners but as upgrading town hall it get more complicated,nice bignner upgrad town hall get complic,4,Positive,12,7
I really like this 🩷🩵🩶,realli like,0,Neutral,5,2
It is fun,fun,0,Neutral,3,1
It is good,good,5,Positive,3,1
Osm game,osm game,2,Positive,2,2
Very nice game 👏,nice game,6,Positive,4,2
Goat,goat,0,Neutral,1,1
This very fantastic game This is my mine,fantast game mine,2,Positive,8,3
Best,best,0,Neutral,1,1
Ok,ok,4,Positive,1,1
Best game,best game,2,Positive,2,2
Soo cool like i play it everytime so cool,soo cool like play everytim cool,4,Positive,9,6
"Takes way too long for one tiny thing to upgrade to the point that it makes you wanna quit or pay so you can finish it faster. Also, wall upgrades are a bit too much considering how some just pass it like there's nothing there, and it's just frustrating to waste so much on something that'll be useless the more you progress. EDITED: I CAN'T EVEN ENTER A NAME I WANT FOR MY SUPERCELL ID AND IN GAME AND I DIDN'T EVEN USE AN INAPPROPRIATE NAME :< WTH SUPERCELL",take way long one tini thing upgrad point make wan na quit pay finish faster also wall upgrad bit much consid pass like there noth frustrat wast much someth thatll useless progress edit cant even enter name want supercel id game didnt even use inappropri name wth supercel,-2,Negative,89,48
Good,good,5,Positive,1,1
Didn't get verification code Why???,didnt get verif code,0,Neutral,5,4
I've been playing this game for years and it gets better everytime💯 still the best,ive play game year get better everytim still best,4,Positive,15,9
OP game,op game,2,Positive,2,2
My one I'd th16 is permanent banned I sad because in solving my problem,one id th perman ban sad solv problem,-8,Negative,14,8
I played this game last 5 years. But now it shows your internet connection are not stable and again & again it failed to open. But my internet connection are very good. Why it shows I don't understand please help me out this problem.,play game last year show internet connect stabl fail open internet connect good show dont understand pleas help problem,1,Positive,44,19
Nice game,nice game,6,Positive,2,2
It crashes sometime but this game is very special for me so I don't mind by the way can you make my collaboration with new update,crash sometim game special dont mind way make collabor new updat,2,Positive,26,11
Nice game,nice game,6,Positive,2,2
Awesome,awesom,0,Neutral,1,1
Awesome game,awesom game,2,Positive,2,2
Selalu gagal loading hingga tidak bisa memulai permainan,selalu gagal load hingga tidak bisa memulai permainan,-9,Negative,8,8
best game forever 💕💕,best game forev,2,Positive,4,3
Very nice the best game ever I played,nice best game ever play,6,Positive,8,5
You should find a way to sent otp for supercell id,find way sent otp supercel id,0,Neutral,11,6
Childhood emotion🙂,childhood emot,0,Neutral,2,2
Its too good,good,5,Positive,3,1
This game is good but taka chara kono dam nai i ma Bangladeshi ami Banglay kotha boli togo may re cudi hahaahahaha,game good taka chara kono dam nai bangladeshi ami banglay kotha boli togo may cudi hahaahahaha,4,Positive,22,16
Very good game for mind fresh our mind 👍👍,good game mind fresh mind,5,Positive,9,5
Bro I can't login to my account I'm not getting any Verification code to login through supercell id,bro cant login account im get verif code login supercel id,0,Neutral,18,11
I love it this game I play from 13 years old .right now m 20,love game play year old right,7,Positive,15,6
Super 😊,super,3,Positive,2,1
Very Addictive,addict,-3,Negative,2,1
Please make some upgrades to buy and sale the bases with real money. so that people should build more intrest in the game.,pleas make upgrad buy sale base real money peopl build intrest game,4,Positive,23,12
Its a very good game But why you filtered game for iranians?,good game filter game iranian,9,Positive,12,5
Not bad,bad,-4,Negative,2,1
Very good,good,5,Positive,2,1
So good but not wall 🧱,good wall,5,Positive,6,2
Its nice,nice,4,Positive,2,1
"Game gajelas anjinggg,akun gua ilang karna gabisa login make Facebook lagi bangsattt emangg PANTEKK",game gajela anjingggakun gua ilang karna gabisa login make facebook lagi bangsattt emangg pantekk,-9,Negative,14,14
best game i ever played,best game ever play,2,Positive,5,4
world of the best game This game me play 7 year,world best game game play year,4,Positive,11,6
Very good graphics and a perfect game for everyone 👍😀,good graphic perfect game everyon,7,Positive,10,5
Internet Getting disconnected during play,internet get disconnect play,0,Neutral,5,4
Very good,good,5,Positive,2,1
nice,nice,4,Positive,1,1
Dear supercell! Please try to solve the problem of getting mismatched in wars..wese to game bda badhiya hai,dear supercel pleas tri solv problem get mismatch warswes game bda badhiya hai,3,Positive,18,13
Good to play,good play,5,Positive,3,2
"Haaland is broken. The waiting is boring. But still, I also end up back to this game because it's my childhood :]",haaland broken wait bore still also end back game childhood,2,Positive,22,10
Amazing game,amaz game,2,Positive,2,2
"I am editing the review: The game is awesome but in old times when we move the builder hut we can see the builder laying and after placing he goes to the hut but now before even placing the builder follows the hut so we can't see him laying and there is a bug before even the builder reaches the hut we can see ""Zzz"" in hut.",edit review game awesom old time move builder hut see builder lay place goe hut even place builder follow hut cant see lay bug even builder reach hut see zzz hut,2,Positive,67,31
Amazing game,amaz game,2,Positive,2,2
Nice,nice,4,Positive,1,1
"better than before, hut i have bad experience with my internet",better hut bad experi internet,-2,Negative,11,5
It's fun and help with thinking,fun help think,2,Positive,6,3
Addicted😍😍!!,addict,-3,Negative,1,1
My experience with this game is very good. I guess this game doesn't need a review to show how popular it is. In my opinion this is the best clan game i ever played. It takes a lot of time to build your clan powerful which isn't bad in my opinion. Grinding for gems is irritating but its ok. It is the best example for the quote that good things take time.,experi game good guess game doesnt need review show popular opinion best clan game ever play take lot time build clan power isnt bad opinion grind gem irrit ok best exampl quot good thing take time,13,Positive,72,36
Always show some error thing and always restart the game randomly,alway show error thing alway restart game randomli,-1,Negative,11,8
Dont know whats wrong with this game. Used to play this on 2g network now it frequently disconnects on 5g network. Very frustrating experience.,dont know what wrong game use play g network frequent disconnect g network frustrat experi,2,Positive,24,15
Good game,good game,7,Positive,2,2
Good,good,5,Positive,1,1
Good game,good game,7,Positive,2,2
Best game ever i had,best game ever,2,Positive,5,3
Good.,good,5,Positive,1,1
I will put 4* when you fix the issues with the sharing things,put fix issu share thing,0,Neutral,13,5
"We need three time redemption of gold,elixer and dark elixer every week by raid medals",need three time redempt goldelix dark elix everi week raid medal,-4,Negative,15,11
I like this game,like game,2,Positive,4,2
Amazing !,amaz,0,Neutral,2,1
plz release an update for updating walls with dark elixir,plz releas updat updat wall dark elixir,0,Neutral,10,7
I can't contact your support. There is a bug now. My cc troops don't appear in clan raids. It happened twice of the raids in my base.,cant contact support bug cc troop dont appear clan raid happen twice raid base,4,Positive,27,14
Amazing,amaz,0,Neutral,1,1
This is my safe space,safe space,0,Neutral,5,2
Very good 👏👏👏👏👏👏,good,5,Positive,3,1
LOVE THIS GAME,love game,7,Positive,3,2
Great work to level up again 💯💯,great work level,3,Positive,7,3
Wow it es nice,wow es nice,4,Positive,4,3
Very good 😊👍,good,5,Positive,3,1
top game,top game,7,Positive,2,2
Best of games,best game,2,Positive,3,2
Nice,nice,4,Positive,1,1
Very good game,good game,7,Positive,3,2
It's goog game,goog game,2,Positive,3,2
This game is so interesting but it is so time consuming that's why I am giving this four star ⭐✨ it is so much to do you can build your base create army strategies and so much more it's really... Fun 😊,game interest time consum that give four star much build base creat armi strategi much realli fun,2,Positive,42,17
